booking_id,property_id,platform,guest_name,booking_date,checkin_date,checkout_date,stay_nights,gross_booking_revenue,cleaning_fee,platform_fee,management_fee,maintenance_cost,total_cost,profit,avg_nightly_rate,review_rating,occupancy_status
BK006712,PROP030,Airbnb,Diana Smith,2023-10-24,2023-12-09,2023-12-11,2,354.24,80,10.63,70.85,17.54,108.16999999999999,246.07,177.12,4.3,Completed
BK006713,PROP030,Airbnb,Hollie Martin,2023-10-30,2023-12-11,2023-12-13,2,310.06,60,9.3,62.01,57.19,126.49,183.57,155.03,4.8,Completed
BK006714,PROP030,Vrbo,Melissa Harrison,2023-10-25,2023-12-13,2023-12-17,4,712.6,60,21.38,142.52,22.27,103.64999999999999,608.95,178.15,4.7,Completed
BK006715,PROP030,Airbnb,Jodie Warner,2023-11-29,2023-12-17,2023-12-23,6,806.94,80,24.21,161.39,48.62,152.83,654.11,134.49,4.4,Completed
BK006716,PROP030,Booking.com,Dr Scott Harper,2023-11-15,2023-12-23,2023-12-27,4,684.24,90,20.53,136.85,55.35,165.88,518.36,171.06,4.8,Completed
BK006717,PROP030,airbnb,Mr Kyle King,2023-11-13,2023-12-27,2023-12-31,4,687.2,50,20.62,137.44,33.01,103.63,583.57,171.8,4.7,Completed
BK006718,PROP030,Booking.com,Graeme Wood,2023-11-21,2023-12-31,2024-01-03,3,566.94,60,17.01,113.39,19.83,96.84,470.1,188.98,4.7,Completed
BK006719,PROP030,Booking.com,Claire Morris-Bennett,2023-11-21,2024-01-03,2024-01-09,6,720.18,50,21.61,144.04,49.72,121.33,598.85,120.03,4.4,Completed
BK006720,PROP030,Airbnb,Lawrence Sanderson,2023-11-15,2024-01-09,2024-01-11,2,254.58,80,7.64,50.92,26.81,114.45,140.13,127.29,4.7,Completed
BK006721,PROP030,Airbnb,Samuel Perry,2023-12-05,2024-01-11,2024-01-13,2,236.22,60,7.09,47.24,56.64,123.73,112.49,118.11,4.6,Completed
BK006722,PROP030,Airbnb,Nicole Bailey,2023-11-19,2024-01-13,2024-01-18,5,503.15,80,15.09,100.63,42.48,137.57,365.58,100.63,4.3,Completed
BK006723,PROP030,Airbnb,Mr Kyle Wilkinson,2024-01-13,2024-01-18,2024-01-22,4,455.24,70,13.66,91.05,44.14,127.8,327.44,113.81,4.3,Completed
BK006724,PROP030,Airbnb,Nigel James,2024-01-18,2024-01-25,2024-01-29,4,462.84,90,13.89,92.57,47.65,151.54,311.3,115.71,5.0,Completed
BK006725,PROP030,Airbnb,Richard Bentley,2023-12-29,2024-01-29,2024-02-04,6,794.7,80,23.84,158.94,18.8,122.64,672.06,132.45,4.6,Completed
BK006726,PROP030,Airbnb,Deborah Higgins,2024-01-04,2024-02-05,2024-02-09,4,464.08,80,13.92,92.82,16.4,110.32,353.76,116.02,4.4,Completed
BK006727,PROP030,Airbnb,Abbie Moss,2023-12-22,2024-02-09,2024-02-11,2,250.0,90,7.5,50.0,55.56,153.06,96.94,125.0,,Completed
BK006728,PROP030,Vrbo,Kim Patel,2023-12-27,2024-02-11,2024-02-13,2,220.12,70,6.6,44.02,49.66,126.25999999999999,93.86,110.06,4.8,Completed
BK006729,PROP030,Booking.com,Derek Holland-King,2023-12-26,2024-02-13,2024-02-17,4,437.64,70,13.13,87.53,55.67,138.8,298.84,109.41,4.9,Completed
BK006730,PROP030,Booking.com,Miss Maureen Harris,2024-01-27,2024-02-17,2024-02-22,5,681.4,60,20.44,136.28,15.3,95.74,585.66,136.28,4.8,Completed
BK006731,PROP030,Booking.com,Kathryn McCarthy,2024-01-30,2024-02-22,2024-02-26,4,468.24,90,14.05,93.65,53.49,157.54,310.7,117.06,4.7,Completed
BK006732,PROP030,Vrbo,Henry Martin,2024-01-24,2024-02-26,2024-03-02,5,562.55,80,16.88,112.51,32.46,129.34,433.21,112.51,4.6,Completed
BK006733,PROP030,Booking.com,Mrs Jenna Whitehead,2024-01-21,2024-03-02,2024-03-09,7,964.32,90,28.93,192.86,43.6,162.53,801.79,137.76,5.0,Completed
BK006734,PROP030,Airbnb,Miss Jayne Lynch,2024-01-25,2024-03-09,2024-03-16,7,955.22,70,28.66,191.04,36.64,135.3,819.92,136.46,4.8,Completed
BK006735,PROP030,Booking.com,Katherine Campbell,2024-02-13,2024-03-16,2024-03-18,2,255.68,50,7.67,51.14,29.76,87.43,168.25,127.84,4.5,Completed
BK006736,PROP030,Airbnb,Nicholas Owen-Gibson,2024-03-08,2024-03-18,2024-03-25,7,977.06,60,29.31,195.41,58.92,148.23000000000002,828.83,139.58,4.2,Completed
BK006737,PROP030,Airbnb,Josephine Green,2024-02-16,2024-03-26,2024-03-31,5,743.0,90,22.29,148.6,21.81,134.1,608.9,148.6,4.7,Completed
BK006738,PROP030,Airbnb,Dr Rosemary Sharp,2024-03-16,2024-03-31,2024-04-04,4,507.44,60,15.22,101.49,32.73,107.94999999999999,399.49,126.86,4.7,Completed
BK006739,PROP030,Airbnb,Jacqueline Rahman-Ferguson,2024-02-12,2024-04-04,2024-04-10,6,771.3,60,23.14,154.26,53.94,137.07999999999998,634.22,128.55,4.5,Completed
BK006740,PROP030,Airbnb,Dr Geoffrey Smith,2024-03-22,2024-04-12,2024-04-16,4,521.12,90,15.63,104.22,36.08,141.70999999999998,379.41,130.28,4.7,Completed
BK006741,PROP030,Airbnb,Dr Arthur Woods,2024-03-24,2024-04-16,2024-04-21,5,797.05,90,23.91,159.41,10.73,124.64,672.41,159.41,4.4,Completed
BK006742,PROP030,Airbnb,Kim Martin,2024-02-26,2024-04-22,2024-04-27,5,704.45,90,21.13,140.89,20.05,131.18,573.27,140.89,5.0,Completed
BK006743,PROP030,Airbnb,Arthur Jones,2024-03-26,2024-04-27,2024-05-02,5,716.7,70,21.5,143.34,29.7,121.2,595.5,143.34,4.8,Completed
BK006744,PROP030,Booking.com,Clifford Robinson,2024-04-13,2024-05-02,2024-05-05,3,403.53,50,12.11,80.71,51.68,113.78999999999999,289.74,134.51,4.6,Completed
BK006745,PROP030,Booking.com,Barry Fisher,2024-04-23,2024-05-05,2024-05-10,5,738.9,60,22.17,147.78,58.19,140.36,598.54,147.78,4.2,Completed
BK006746,PROP030,Vrbo,Miss Suzanne Powell,2024-05-01,2024-05-10,2024-05-14,4,534.08,80,16.02,106.82,54.55,150.57,383.51,133.52,4.7,Completed
BK006747,PROP030,Booking.com,Carole Khan,2024-04-10,2024-05-14,2024-05-17,3,385.68,50,11.57,77.14,11.34,72.91,312.77,128.56,4.9,Completed
BK006748,PROP030,Airbnb,Jennifer Murphy,2024-04-28,2024-05-17,2024-05-23,6,851.76,70,25.55,170.35,49.38,144.93,706.83,141.96,4.7,Completed
BK006749,PROP030,Booking.com,Mr Christian King,2024-04-25,2024-05-24,2024-05-31,7,863.24,70,25.9,172.65,19.08,114.98,748.26,123.32,5.0,Completed
BK006750,PROP030,Booking.com,Christopher Taylor,2024-05-26,2024-05-31,2024-06-02,2,260.4,90,7.81,52.08,36.98,134.79,125.61,130.2,4.4,Completed
BK006751,PROP030,Booking.com,Victor King,2024-05-26,2024-06-02,2024-06-07,5,926.8,90,27.8,185.36,20.64,138.44,788.36,185.36,4.9,Completed
BK006752,PROP030,Airbnb,Emma Roberts,2024-04-11,2024-06-07,2024-06-09,2,355.66,60,10.67,71.13,55.09,125.76,229.9,177.83,4.6,Completed
BK006753,PROP030,Airbnb,Edward Kaur,2024-04-28,2024-06-09,2024-06-16,7,1291.92,80,38.76,258.38,26.92,145.68,1146.24,184.56,4.4,Completed
BK006754,PROP030,Airbnb,Donald Holmes,2024-05-03,2024-06-16,2024-06-20,4,891.36,80,26.74,178.27,46.61,153.35,738.01,222.84,5.0,Completed
BK006755,PROP030,Airbnb,Chloe Briggs,2024-05-15,2024-06-20,2024-06-25,5,894.05,80,26.82,178.81,50.82,157.64,736.41,178.81,4.8,Completed
BK006756,PROP030,Airbnb,Leon Ball,2024-05-27,2024-06-25,2024-06-30,5,993.95,50,29.82,198.79,11.24,91.05999999999999,902.89,198.79,4.7,Completed
BK006757,PROP030,Airbnb,Laura Harris,2024-06-22,2024-06-30,2024-07-04,4,821.76,60,24.65,164.35,22.38,107.03,714.73,205.44,4.8,Completed
BK006758,PROP030,Booking.com,Mr Nathan Harris,2024-05-29,2024-07-04,2024-07-11,7,1254.89,90,37.65,250.98,13.97,141.62,1113.27,179.27,4.8,Completed
BK006759,PROP030,Airbnb,Guy Lane,2024-05-25,2024-07-11,2024-07-15,4,810.12,60,24.3,162.02,29.38,113.67999999999999,696.44,202.53,4.6,Completed
BK006760,PROP030,Airbnb,Abdul Long,2024-06-29,2024-07-15,2024-07-18,3,527.61,90,15.83,105.52,55.52,161.35,366.26,175.87,4.8,Completed
BK006761,PROP030,Booking.com,Rhys Cox,2024-05-21,2024-07-18,2024-07-22,4,834.68,80,25.04,166.94,45.39,150.43,684.25,208.67,5.0,Completed
BK006762,PROP030,Airbnb,Kayleigh Pollard,2024-06-15,2024-07-22,2024-07-29,7,1324.19,70,39.73,264.84,22.75,132.48,1191.71,189.17,4.6,Completed
BK006763,PROP030,Airbnb,Martyn Johnston,2024-06-20,2024-07-29,2024-08-03,5,958.5,50,28.75,191.7,36.18,114.93,843.57,191.7,4.8,Completed
BK006764,PROP030,Airbnb,Geraldine Evans,2024-07-06,2024-08-03,2024-08-07,4,727.56,50,21.83,145.51,23.7,95.53,632.03,181.89,4.7,Completed
BK006765,PROP030,Booking.com,Angela Warren,2024-06-25,2024-08-07,2024-08-14,7,1453.13,50,43.59,290.63,22.53,116.12,1337.01,207.59,4.6,Completed
BK006766,PROP030,Airbnb,Callum Smith,2024-07-24,2024-08-14,2024-08-20,6,1235.22,80,37.06,247.04,18.66,135.72,1099.5,205.87,4.8,Completed
BK006767,PROP030,Airbnb,Suzanne Harris-Robinson,2024-07-01,2024-08-20,2024-08-23,3,524.04,50,15.72,104.81,41.65,107.37,416.67,174.68,4.7,Completed
BK006768,PROP030,Airbnb,Dr Gerald Austin,2024-06-26,2024-08-23,2024-08-29,6,1143.42,90,34.3,228.68,51.72,176.01999999999998,967.4,190.57,4.2,Completed
BK006769,PROP030,Airbnb,Mrs Cheryl Robson,2024-07-26,2024-08-29,2024-08-31,2,338.84,70,10.17,67.77,38.16,118.33,220.51,169.42,4.7,Completed
BK006770,PROP030,Airbnb,Charlie Shepherd-Palmer,2024-07-12,2024-08-31,2024-09-03,3,554.1,60,16.62,110.82,43.09,119.71000000000001,434.39,184.7,5.0,Completed
BK006771,PROP030,Airbnb,Arthur Roberts,2024-07-31,2024-09-03,2024-09-09,6,801.18,70,24.04,160.24,56.15,150.19,650.99,133.53,4.9,Completed
BK006772,PROP030,Booking.com,Michelle Hurst-King,2024-08-29,2024-09-10,2024-09-12,2,265.74,70,7.97,53.15,51.5,129.47,136.27,132.87,5.0,Completed
BK006773,PROP030,Airbnb,Mrs Katy Hartley,2024-08-13,2024-09-13,2024-09-20,7,980.14,80,29.4,196.03,29.53,138.93,841.21,140.02,5.0,Completed
BK006774,PROP030,Booking.com,Malcolm Bell,2024-08-21,2024-09-20,2024-09-26,6,973.32,60,29.2,194.66,38.84,128.04000000000002,845.28,162.22,4.8,Completed
BK006775,PROP030,Airbnb,Vincent Bryant,2024-08-03,2024-09-27,2024-10-01,4,549.04,80,16.47,109.81,42.65,139.12,409.92,137.26,4.7,Completed
BK006776,PROP030,Booking.com,Ms Vanessa Atkinson,2024-09-02,2024-10-01,2024-10-06,5,710.75,70,21.32,142.15,50.82,142.14,568.61,142.15,4.8,Completed
BK006777,PROP030,Airbnb,Dr Gillian Freeman,2024-09-09,2024-10-06,2024-10-10,4,515.84,80,15.48,103.17,58.63,154.11,361.73,128.96,4.3,Completed
BK006778,PROP030,Vrbo,Dean Newton,2024-08-13,2024-10-11,2024-10-13,2,246.38,90,7.39,49.28,43.56,140.95,105.43,123.19,4.9,Completed
BK006779,PROP030,Booking.com,Conor Morris,2024-09-27,2024-10-13,2024-10-19,6,778.68,80,23.36,155.74,25.54,128.9,649.78,129.78,4.7,Completed
BK006780,PROP030,Airbnb,Christine Ross-Taylor,2024-09-10,2024-10-19,2024-10-24,5,708.75,70,21.26,141.75,13.1,104.36,604.39,141.75,4.7,Completed
BK006781,PROP030,Airbnb,Laura Thompson,2024-09-18,2024-10-24,2024-10-29,5,618.8,90,18.56,123.76,16.72,125.28,493.52,123.76,5.0,Completed
BK006782,PROP030,Airbnb,Tracy Davies,2024-10-14,2024-10-29,2024-11-03,5,631.2,70,18.94,126.24,24.95,113.89,517.31,126.24,4.7,Completed
BK006783,PROP030,Airbnb,Margaret Bentley,2024-09-16,2024-11-04,2024-11-09,5,794.6,50,23.84,158.92,44.35,118.19,676.41,158.92,4.5,Completed
BK006784,PROP030,Booking.com,Sylvia White-Singh,2024-10-06,2024-11-09,2024-11-14,5,807.85,90,24.24,161.57,18.51,132.75,675.1,161.57,4.5,Completed
BK006785,PROP030,Booking.com,Malcolm Begum,2024-11-07,2024-11-14,2024-11-21,7,1174.88,90,35.25,234.98,31.59,156.84,1018.04,167.84,4.5,Completed
BK006786,PROP030,Airbnb,Norman Thomas,2024-10-21,2024-11-22,2024-11-27,5,733.7,80,22.01,146.74,16.98,118.99000000000001,614.71,146.74,4.8,Completed
BK006787,PROP030,Booking.com,Dr Graeme Rogers,2024-11-19,2024-11-29,2024-12-05,6,923.58,50,27.71,184.72,22.29,100.0,823.58,153.93,4.5,Completed
BK006788,PROP030,Airbnb,Daniel Ellis,2024-11-18,2024-12-05,2024-12-08,3,510.81,50,15.32,102.16,19.7,85.02,425.79,170.27,4.3,Completed
BK006789,PROP030,Booking.com,Brian Chadwick,2024-11-28,2024-12-09,2024-12-12,3,569.13,60,17.07,113.83,51.04,128.10999999999999,441.02,189.71,4.7,Completed
BK006790,PROP030,Airbnb,Sylvia Brookes,2024-11-21,2024-12-12,2024-12-18,6,1093.56,70,32.81,218.71,43.43,146.24,947.32,182.26,4.5,Completed
BK006791,PROP030,Airbnb,Jemma Hope,2024-11-20,2024-12-18,2024-12-24,6,945.3,70,28.36,189.06,27.16,125.52,819.78,157.55,4.4,Completed
BK006792,PROP030,Airbnb,Ross Weston,2024-12-13,2024-12-24,2024-12-31,7,1250.2,70,,250.04,27.77,135.28,1114.92,178.6,4.8,Completed
BK006793,PROP030,Airbnb,Mrs Hannah Clarke,2024-12-10,2024-12-31,2025-01-02,2,278.18,70,8.35,55.64,19.64,97.99,180.19,139.09,4.9,Completed
BK006794,PROP030,Airbnb,Ross O'Neill-Buckley,2024-11-30,2025-01-02,2025-01-07,5,626.05,90,18.78,125.21,20.56,129.34,496.71,125.21,4.8,Completed
BK006795,PROP030,Airbnb,Donald Reid,2024-12-28,2025-01-07,2025-01-13,6,716.46,60,21.49,143.29,42.51,124.0,592.46,119.41,4.5,Completed
BK006796,PROP030,Vrbo,Cheryl Holt,2024-11-30,2025-01-13,2025-01-17,4,401.76,70,12.05,80.35,58.44,140.49,261.27,100.44,4.8,Completed
BK006797,PROP030,Airbnb,Dr Sally Price,2024-11-23,2025-01-18,2025-01-21,3,339.51,60,10.19,67.9,50.39,120.58,218.93,113.17,4.7,Completed
BK006798,PROP030,Airbnb,Cameron Lowe-Robson,2024-12-18,2025-01-21,2025-01-25,4,407.76,90,12.23,81.55,31.87,134.1,273.66,101.94,5.0,Completed
BK006799,PROP030,Airbnb,Dr Christine Reynolds,2025-01-18,2025-01-25,2025-01-28,3,345.66,70,10.37,69.13,57.23,137.6,208.06,115.22,4.7,Completed
BK006800,PROP030,Vrbo,Irene Hunt,2024-12-05,2025-01-28,2025-02-03,6,709.08,90,21.27,141.82,47.5,158.76999999999998,550.31,118.18,4.6,Completed
BK006801,PROP030,Vrbo,Connor Moss,2025-01-10,2025-02-03,2025-02-06,3,328.59,70,9.86,65.72,53.04,132.9,195.69,109.53,4.6,Completed
BK006802,PROP030,Airbnb,Alice Moore,2024-12-21,2025-02-07,2025-02-12,5,559.65,60,16.79,111.93,39.6,116.38999999999999,443.26,111.93,4.6,Completed
BK006803,PROP030,Booking.com,Dr Yvonne Morgan,2024-12-16,2025-02-12,2025-02-16,4,483.28,60,14.5,96.66,31.58,106.08,377.2,120.82,5.0,Completed
BK006804,PROP030,Airbnb,Mr Graham Bentley,2025-01-06,2025-02-16,2025-02-21,5,598.95,90,17.97,119.79,32.88,140.85,458.1,119.79,4.8,Completed
BK006805,PROP030,Airbnb,Jay Doyle,2025-01-06,2025-02-21,2025-02-23,2,241.38,50,7.24,48.28,50.63,107.87,133.51,120.69,5.0,Completed
BK006806,PROP030,Booking.com,Ms Tracey Cooper,2025-01-10,2025-02-23,2025-02-25,2,210.48,90,6.31,42.1,47.95,144.26,66.22,105.24,4.6,Completed
BK006807,PROP030,Airbnb,Alexander Jones,2025-01-09,2025-02-25,2025-03-04,7,835.59,60,25.07,167.12,51.83,136.89999999999998,698.69,119.37,4.9,Completed
BK006808,PROP030,Airbnb,Jason Davies-Cooper,2025-01-04,2025-03-05,2025-03-08,3,380.64,50,11.42,76.13,55.76,117.18,263.46,126.88,5.0,Completed
BK006809,PROP030,Airbnb,Mrs Megan Gough,2025-02-09,2025-03-08,2025-03-15,7,1071.56,50,32.15,214.31,38.61,120.76,950.8,153.08,4.7,Completed
BK006810,PROP030,Booking.com,Justin White,2025-02-12,2025-03-15,2025-03-18,3,393.9,70,11.82,78.78,50.78,132.6,261.3,131.3,5.0,Completed
BK006811,PROP030,Airbnb,Ms Frances Ellis,2025-02-19,2025-03-22,2025-03-25,3,425.13,50,12.75,85.03,14.69,77.44,347.69,141.71,4.9,Completed
BK006812,PROP030,Vrbo,Dr Dominic Rogers,2025-02-26,2025-03-25,2025-04-01,7,860.72,60,25.82,172.14,40.08,125.89999999999999,734.82,122.96,4.2,Completed
BK006813,PROP030,Booking.com,Caroline Quinn,2025-03-04,2025-04-02,2025-04-08,6,704.28,60,21.13,140.86,24.4,105.53,598.75,117.38,5.0,Completed
BK006814,PROP030,Airbnb,Dr Rita Fry,2025-03-17,2025-04-08,2025-04-12,4,586.2,60,17.59,117.24,43.68,121.27000000000001,464.93,146.55,4.7,Completed
BK006815,PROP030,Airbnb,Daniel Page,2025-02-12,2025-04-12,2025-04-15,3,437.25,50,13.12,87.45,42.16,105.28,331.97,145.75,4.5,Completed
BK006816,PROP030,Airbnb,Louis Higgins,2025-03-31,2025-04-15,2025-04-21,6,828.84,70,24.87,165.77,13.28,108.15,720.69,138.14,4.4,Completed
BK006817,PROP030,Airbnb,Frank Wilson-Knowles,2025-03-25,2025-04-21,2025-04-24,3,417.0,70,12.51,83.4,36.46,118.97,298.03,139.0,5.0,Completed
BK006818,PROP030,Booking.com,Dr Zoe Miller,2025-03-03,2025-04-24,2025-04-29,5,738.2,70,22.15,147.64,28.45,120.60000000000001,617.6,147.64,4.4,Completed
BK006819,PROP030,Airbnb,Lauren Fraser-Burrows,2025-03-01,2025-04-29,2025-05-02,3,431.1,60,12.93,86.22,57.08,130.01,301.09,143.7,4.9,Completed
BK006820,PROP030,Airbnb,Lorraine Begum-Coles,2025-04-19,2025-05-02,2025-05-09,7,950.81,90,28.52,190.16,40.41,158.93,791.88,135.83,4.9,Completed
BK006821,PROP030,Booking.com,Mr Gary Cooke,2025-04-29,2025-05-09,2025-05-13,4,589.2,50,17.68,117.84,25.11,92.79,496.41,147.3,5.0,Completed
BK006822,PROP030,airbnb,Mrs Jayne Bradley,2025-04-03,2025-05-13,2025-05-19,6,756.24,50,22.69,151.25,33.4,106.09,650.15,126.04,4.3,Completed
BK006823,PROP030,Airbnb,Rosie Jones,2025-05-06,2025-05-19,2025-05-22,3,445.38,70,13.36,89.08,45.13,128.49,316.89,148.46,5.0,Completed
BK006824,PROP030,Airbnb,Dr Pamela Walker,2025-05-01,2025-05-22,2025-05-27,5,598.4,60,17.95,119.68,34.48,112.43,485.97,119.68,4.4,Completed
BK006825,PROP030,Airbnb,Mrs Anne O'Sullivan,2025-04-22,2025-05-27,2025-06-01,5,677.75,50,20.33,135.55,31.88,102.21,575.54,135.55,4.6,Completed
BK006826,PROP030,Vrbo,Bruce Cook,2025-05-09,2025-06-01,2025-06-05,4,835.2,70,25.06,167.04,25.5,120.56,714.64,208.8,4.8,Completed
BK006827,PROP030,Airbnb,Miss Tina Reeves,2025-05-25,2025-06-05,2025-06-07,2,414.46,60,12.43,82.89,55.46,127.89000000000001,286.57,207.23,5.0,Completed
BK006828,PROP030,Booking.com,Leonard Owen,2025-04-27,2025-06-07,2025-06-14,7,1376.69,60,41.3,275.34,39.0,140.3,1236.39,196.67,5.0,Completed
BK006829,PROP030,Booking.com,Ms Joyce Fisher,2025-04-17,2025-06-14,2025-06-20,6,1070.34,70,32.11,214.07,18.96,121.07,949.27,178.39,5.0,Completed
BK006830,PROP030,Airbnb,Ms Jill Hewitt,2025-06-02,2025-06-20,2025-06-22,2,418.88,70,12.57,83.78,12.94,95.50999999999999,323.37,209.44,4.5,Completed
BK006831,PROP030,Airbnb,Harriet Barber,2025-05-19,2025-06-23,2025-06-26,3,582.3,60,17.47,116.46,38.47,115.94,466.36,194.1,4.6,Completed
BK006832,PROP030,Airbnb,Mrs Hilary Edwards,2025-06-01,2025-06-27,2025-07-04,7,1469.72,90,44.09,293.94,58.62,192.71,1277.01,209.96,4.6,Completed
BK006833,PROP030,Airbnb,Donna Khan,2025-06-16,2025-07-04,2025-07-07,3,636.9,70,19.11,127.38,50.62,139.73,497.17,212.3,4.5,Completed
BK006834,PROP030,Airbnb,Helen Dunn,2025-06-30,2025-07-07,2025-07-09,2,398.34,60,11.95,79.67,40.15,112.1,286.24,199.17,4.4,Completed
BK006835,PROP030,Airbnb,Marian Mills,2025-06-06,2025-07-09,2025-07-14,5,767.15,50,23.01,153.43,44.43,117.44,649.71,153.43,5.0,Completed
BK006836,PROP030,Booking.com,Leslie Bishop,2025-06-19,2025-07-14,2025-07-20,6,1315.02,60,39.45,263.0,38.37,137.82,1177.2,219.17,4.8,Completed
BK006837,PROP030,Booking.com,Karen Wilson,2025-07-11,2025-07-21,2025-07-28,7,1387.75,50,41.63,277.55,57.45,149.07999999999998,1238.67,198.25,4.6,Completed
BK006838,PROP030,Airbnb,Judith Hughes,2025-06-08,2025-07-28,2025-08-02,5,924.7,60,27.74,184.94,59.15,146.89,777.81,184.94,4.6,Completed
BK006839,PROP030,Airbnb,Jean Pearce-Thomas,2025-06-13,2025-08-02,2025-08-09,7,1414.14,70,42.42,282.83,39.9,152.32,1261.82,202.02,4.5,Completed
BK006840,PROP030,Booking.com,Marc Taylor,2025-07-10,2025-08-09,2025-08-13,4,688.8,60,20.66,137.76,29.69,110.35,578.45,172.2,4.5,Completed
BK006841,PROP030,Airbnb,Jessica Cole,2025-06-20,2025-08-13,2025-08-17,4,872.88,70,26.19,174.58,20.51,116.7,756.18,218.22,5.0,Completed
BK006842,PROP030,Airbnb,Gerald Chapman,2025-06-29,2025-08-17,2025-08-22,5,947.9,90,28.44,189.58,14.65,133.09,814.81,189.58,4.7,Completed
BK006843,PROP030,Airbnb,Elliott Herbert-O'Brien,2025-07-20,2025-08-22,2025-08-29,7,1467.2,50,44.02,293.44,33.17,127.19000000000001,1340.01,209.6,4.6,Completed
BK006844,PROP030,Airbnb,Vincent Carpenter,2025-07-23,2025-08-29,2025-09-05,7,1185.87,90,35.58,237.17,21.95,147.53,1038.34,169.41,4.5,Completed
BK006845,PROP030,Vrbo,Joseph Baldwin-Taylor,2025-07-28,2025-09-05,2025-09-12,7,1183.21,90,35.5,236.64,55.12,180.62,1002.59,169.03,4.4,Completed
BK006846,PROP030,Airbnb,Bethany Hale,2025-08-25,2025-09-12,2025-09-19,7,971.53,80,29.15,194.31,15.32,124.47,847.06,138.79,5.0,Completed
BK006847,PROP030,Airbnb,Sheila Edwards,2025-08-08,2025-09-19,2025-09-25,6,760.2,70,22.81,152.04,20.9,113.71000000000001,646.49,126.7,5.0,Completed
BK006848,PROP030,Vrbo,Dr Robin Moore,2025-08-30,2025-09-25,2025-09-27,2,259.66,80,7.79,51.93,20.59,108.38000000000001,151.28,129.83,4.5,Completed
BK006849,PROP030,Airbnb,Mr Ben Young,2025-08-25,2025-09-27,2025-10-04,7,943.53,80,,188.71,42.27,150.58,792.95,134.79,5.0,Completed
BK006850,PROP030,Airbnb,Mary Green-Jones,2025-08-30,2025-10-04,2025-10-08,4,587.92,80,17.64,117.58,28.48,126.12,461.8,146.98,4.8,Completed
BK006851,PROP030,Booking.com,Patricia Adams,2025-09-18,2025-10-08,2025-10-14,6,926.76,70,27.8,185.35,58.2,156.0,770.76,154.46,4.6,Completed
BK006852,PROP030,Airbnb,Sophie Page,2025-08-25,2025-10-14,2025-10-18,4,581.28,80,17.44,116.26,41.89,139.32999999999998,441.95,145.32,4.8,Completed
BK006853,PROP030,Vrbo,Joanna Cox,2025-09-01,2025-10-18,2025-10-23,5,664.65,70,19.94,132.93,42.43,132.37,532.28,132.93,4.8,Completed
BK006854,PROP030,Booking.com,Henry Morris-Evans,2025-09-27,2025-10-23,2025-10-29,6,844.26,70,25.33,168.85,56.91,152.24,692.02,140.71,5.0,Completed
BK006855,PROP030,Airbnb,Dr Eileen Fisher,2025-09-26,2025-10-30,2025-11-06,7,1016.4,80,30.49,203.28,46.74,157.23,859.17,145.2,5.0,Completed
BK006856,PROP030,Vrbo,Michelle Turnbull-Hughes,2025-10-29,2025-11-07,2025-11-12,5,781.8,60,23.45,156.36,25.68,109.13,672.67,156.36,4.7,Completed
BK006857,PROP030,Booking.com,Ashleigh Williams,2025-10-07,2025-11-12,2025-11-16,4,710.2,50,21.31,142.04,49.38,120.69,589.51,177.55,4.9,Completed
BK006858,PROP030,Booking.com,Dr Sophie Jones,2025-10-20,2025-11-17,2025-11-23,6,1032.3,80,30.97,206.46,27.95,138.92,893.38,172.05,4.7,Completed
BK006859,PROP030,Airbnb,Ross Parker,2025-09-29,2025-11-23,2025-11-28,5,852.4,70,25.57,170.48,49.45,145.01999999999998,707.38,170.48,4.5,Completed
BK006860,PROP030,Airbnb,Edward Lewis,2025-11-12,2025-11-28,2025-12-05,7,1227.59,60,36.83,245.52,32.39,129.22,1098.37,175.37,4.6,Completed
BK006861,PROP030,Airbnb,Mr Terence Stevens,2025-11-25,2025-12-05,2025-12-10,5,812.35,70,24.37,162.47,35.79,130.16,682.19,162.47,4.5,Completed
BK006862,PROP030,Booking.com,Elliott Edwards-Robertson,2025-11-15,2025-12-10,2025-12-16,6,1148.88,60,34.47,229.78,19.2,113.67,1035.21,191.48,4.8,Completed
BK006863,PROP030,Airbnb,Nathan Porter,2025-11-04,2025-12-16,2025-12-23,7,1047.97,70,31.44,209.59,26.93,128.37,919.6,149.71,5.0,Completed
BK006864,PROP030,Airbnb,Louise Jackson,2025-11-17,2025-12-23,2025-12-30,7,1150.66,60,34.52,230.13,32.66,127.18,1023.48,164.38,4.5,Completed
BK006865,PROP031,Airbnb,Elaine Connolly,2022-11-30,2023-01-01,2023-01-03,2,147.76,70,4.43,29.55,13.5,87.93,59.83,73.88,4.6,Completed
BK006866,PROP031,Booking.com,Mrs Kimberley Thompson,2022-12-28,2023-01-04,2023-01-07,3,263.49,50,7.9,52.7,19.24,77.14,186.35,87.83,4.5,Completed
BK006867,PROP031,Airbnb,Kyle Smith,2022-11-28,2023-01-09,2023-01-11,2,186.56,60,5.6,37.31,49.5,115.1,71.46,93.28,4.6,Completed
BK006868,PROP031,Booking.com,Conor Patel,2022-12-14,2023-01-11,2023-01-14,3,289.11,50,8.67,57.82,10.81,69.48,219.63,96.37,4.6,Completed
BK006869,PROP031,Airbnb,Emily Smith,2022-11-30,2023-01-14,2023-01-18,4,354.68,60,10.64,70.94,40.31,110.95,243.73,88.67,5.0,Completed
